, CC_area, CC_perimeter, CC_circularity, CC_length, W1, W2, W3, W4, W5, W6, W7,volume
221,385.25,179.2,0.150763,68.5,4.5,69.75,71.0,50.0,34.5,29.75,125.75,1235476.125
222,361.0,165.81,0.165002,64.5,4.5,69.25,68.75,47.25,34.5,25.25,111.5,1143097.125
223,767.25,193.49,0.25753400000000004,71.0,12.0,214.0,104.0,94.0,80.75,60.5,202.0,1524740.875
224,493.75,180.2,0.19108499999999998,66.0,11.75,116.5,79.75,60.25,43.25,39.25,143.0,1240045.25
225,494.75,199.58,0.156084,67.5,17.25,93.0,88.25,49.5,48.5,45.75,152.5,1411197.625
226,507.25,181.0,0.19456199999999998,67.0,14.0,120.5,73.75,50.75,46.25,40.5,161.5,1553344.375
227,836.5,207.65,0.243783,71.5,26.25,193.5,109.25,98.5,94.25,81.75,233.0,1428470.875
228,432.0,201.48,0.13373,64.5,25.75,65.0,79.25,61.0,41.0,39.5,120.5,1478883.0
229,412.5,165.2,0.189948,58.0,11.75,93.25,52.25,43.0,42.25,37.0,133.0,1228251.125
230,458.75,176.15,0.185798,62.0,12.25,101.75,62.5,47.75,58.5,45.5,130.5,1395434.5
231,472.5,185.05,0.173403,63.0,26.5,101.0,93.5,57.75,56.75,46.5,90.5,1045302.1875
232,543.5,180.0,0.210788,64.5,9.0,143.0,80.25,59.0,41.0,42.5,168.75,1528140.625
233,525.0,182.15,0.198852,66.0,17.0,132.25,84.5,60.25,52.0,47.0,132.0,1452563.0
234,582.5,199.22,0.18443900000000002,74.0,13.0,120.5,98.75,69.25,61.0,47.5,172.5,1485963.25
235,485.0,174.51,0.20013,64.5,6.25,117.5,68.0,54.0,49.25,41.5,148.5,1198117.375
236,660.25,212.39,0.18393199999999998,76.0,21.75,133.75,99.75,75.75,69.0,54.25,206.0,1535984.5
237,678.25,217.38,0.180369,69.0,29.25,155.5,94.25,69.0,59.5,48.0,222.75,1522900.0
238,477.0,177.2,0.190906,64.5,16.25,111.25,73.0,59.75,51.75,37.75,127.25,1399534.125
239,550.75,198.53,0.175594,68.0,21.25,108.75,83.75,70.0,53.25,42.75,171.0,1539952.75
240,500.0,192.56,0.169452,72.5,21.0,114.75,76.25,64.25,39.25,42.0,142.5,1399035.25
241,417.0,178.8,0.163907,66.5,6.5,84.75,64.5,52.25,47.5,33.5,128.0,1398989.5
242,645.0,201.56,0.199508,74.0,11.25,138.5,86.0,72.5,64.25,53.0,219.5,1451596.375
243,590.5,201.53,0.182704,70.0,5.0,114.75,105.75,69.0,59.0,50.75,186.25,1613275.25
244,705.25,242.57,0.150616,76.5,27.25,154.25,117.75,66.75,55.25,56.75,227.25,1510608.625
245,670.25,211.7,0.18792999999999999,75.0,19.5,162.0,109.25,78.75,67.5,53.25,180.0,1561895.0
246,622.75,199.29,0.197043,73.0,14.75,138.5,70.0,75.75,64.75,64.25,194.75,1604078.5
247,558.5,205.41,0.16633900000000001,72.0,22.5,120.5,90.5,58.5,51.75,46.75,168.0,1455153.625
248,590.5,200.02,0.18546600000000002,71.0,28.25,131.25,96.25,75.75,52.25,40.75,166.0,1495889.0
249,587.0,192.97,0.19808399999999998,69.0,23.25,127.75,86.25,59.75,55.5,55.5,179.0,1315057.75
250,710.0,220.77,0.183052,73.0,38.25,140.75,104.5,68.75,64.25,62.25,231.25,1503679.75
251,677.0,219.92,0.175895,78.5,30.0,112.5,116.0,87.75,73.5,56.25,201.0,1812689.125
252,542.0,197.41,0.174773,64.0,21.75,111.5,81.5,59.5,53.75,39.5,174.5,1444181.125
253,795.75,217.12,0.21213,80.0,13.25,172.25,108.25,99.75,78.75,84.5,239.0,1488647.5
254,620.75,175.12,0.254349,62.5,12.75,178.75,72.75,73.5,60.0,52.0,171.0,1488942.0
255,692.25,214.7,0.188712,71.0,23.5,141.25,108.25,80.0,67.75,67.25,204.25,1519245.0
256,479.0,183.56,0.178644,69.5,2.0,107.25,56.25,58.5,53.25,37.75,164.0,1424007.75
257,551.0,181.73,0.20965300000000006,66.5,16.5,138.75,77.5,72.75,56.25,40.5,148.75,1528540.25
258,566.5,184.85,0.208333,68.0,13.75,135.25,75.75,62.25,58.75,51.5,169.25,1197115.625
259,469.75,172.2,0.199081,64.5,8.5,88.5,66.5,63.25,48.5,43.5,151.0,1512959.25
260,463.5,169.59,0.202517,60.5,21.0,94.25,88.0,62.0,48.5,39.0,110.75,1292345.375
261,755.25,205.51,0.224717,73.5,29.0,146.5,123.5,86.0,73.5,74.0,222.75,1656706.375
262,594.25,188.61,0.20991700000000002,69.5,10.75,170.75,84.75,66.25,59.25,42.0,160.5,1314127.875
263,574.5,202.48,0.17609,73.0,14.0,90.0,89.5,64.0,56.75,58.5,201.75,1266367.875
264,543.75,195.39,0.178983,71.5,22.75,113.0,97.25,62.0,59.25,38.75,150.75,1437811.625
265,489.5,179.18,0.191605,68.0,10.5,114.75,76.75,55.75,52.75,38.0,141.0,1090018.625
266,671.5,186.2,0.24339699999999997,67.0,21.75,146.25,80.75,89.75,77.75,58.0,197.25,1259136.0
267,564.5,206.41,0.1665,73.5,14.75,116.75,78.75,64.25,57.75,43.0,189.25,1419620.625
268,633.5,211.61,0.17778,75.5,25.0,144.5,83.75,72.0,67.5,44.25,196.5,1598303.625
269,651.25,195.8,0.21346199999999999,69.0,20.0,126.25,97.5,76.0,65.75,56.0,209.75,1545594.875
270,573.75,178.32,0.22674899999999998,64.0,14.0,119.5,91.75,67.75,58.75,50.5,171.5,1325256.75
271,674.0,201.7,0.20818499999999998,73.5,24.0,163.0,94.75,80.75,64.5,61.75,185.25,1629726.625
272,720.5,228.87,0.172843,82.5,44.5,147.0,113.0,84.25,69.5,58.5,203.75,1653291.125
273,656.75,203.7,0.19889300000000001,75.5,18.25,146.25,93.5,84.75,68.75,62.25,183.0,1472095.75
274,685.75,237.43,0.152864,74.5,38.25,116.25,89.25,65.0,59.0,49.75,268.25,1580404.375
275,463.75,207.41,0.135468,67.5,41.75,79.5,73.5,48.0,44.75,35.25,141.0,1389046.625
276,570.25,188.02,0.20269700000000002,68.0,17.25,159.75,76.5,70.75,63.0,42.0,141.0,1391432.25
277,571.25,188.49,0.202053,71.5,9.0,122.25,95.25,65.0,50.0,46.75,183.0,1417040.125
278,574.25,197.85,0.184343,71.0,16.0,108.5,88.25,65.25,65.25,51.75,179.25,1286306.75
279,457.5,178.15,0.18115499999999998,63.0,14.0,117.25,77.75,50.75,47.25,34.25,116.25,1383946.5
280,531.0,204.63,0.159353,70.0,32.0,111.0,94.0,59.75,48.5,40.25,145.5,1488519.0
281,409.5,170.59,0.176831,62.5,11.25,93.5,66.75,45.5,33.25,31.5,127.75,1161044.625
282,568.0,191.15,0.195357,72.0,17.5,124.25,70.5,69.25,65.75,46.25,174.5,1394690.125
283,681.25,202.22,0.20935399999999998,72.0,21.5,130.25,124.0,84.25,61.75,64.25,195.25,1354152.0
284,621.5,200.92,0.193458,74.0,20.0,141.25,99.0,82.25,60.75,49.25,169.0,1339644.0
285,771.25,223.07,0.194777,73.0,35.0,179.25,118.75,82.0,67.75,65.25,223.25,1703546.625
286,583.25,180.68,0.22451100000000002,67.0,9.5,144.5,81.75,68.25,53.0,56.75,169.5,1352664.25
287,571.5,181.54,0.217914,67.5,11.0,135.25,79.0,64.75,56.25,47.25,178.0,1183405.125
288,636.5,190.97,0.21930999999999998,68.5,14.0,142.0,89.75,73.75,55.5,65.5,196.0,1435810.875
289,581.0,194.27,0.193458,68.0,28.75,136.25,77.0,66.25,58.5,44.0,170.25,1383704.125
290,584.75,191.8,0.199743,69.5,16.25,134.25,96.75,72.25,62.0,47.75,155.5,1669465.875
291,429.5,173.93,0.17840699999999998,67.5,7.0,102.5,60.0,45.5,43.75,35.5,135.25,1236987.375
292,654.5,188.97,0.23031100000000002,69.5,16.25,162.75,82.5,82.0,70.75,58.5,181.75,1420535.5
293,595.0,201.46,0.184226,69.0,27.0,122.5,83.75,69.75,58.0,42.5,191.5,1593614.375
294,528.5,185.56,0.19288,67.5,12.25,130.0,70.5,43.25,57.5,50.0,165.0,1541023.5
295,491.75,169.12,0.216042,62.0,3.5,100.75,72.5,58.25,59.75,43.0,154.0,1477962.25
296,663.5,196.1,0.21682800000000002,66.5,15.25,167.75,79.0,86.5,73.0,45.75,196.25,1283425.25
297,445.75,178.54,0.175725,68.0,10.5,93.5,80.0,56.75,42.75,34.0,128.25,1210602.75
298,593.5,213.22,0.164054,73.0,97.0,44.0,110.0,64.0,55.25,44.25,179.0,1276690.375
299,579.5,176.85,0.23283,64.5,9.5,134.5,89.5,71.5,53.0,58.25,163.25,1649419.75
300,494.75,180.56,0.190701,64.5,10.0,97.0,93.0,57.75,46.5,43.0,147.5,1434453.0
301,542.5,189.61,0.189621,70.5,13.0,115.75,75.5,64.5,51.75,46.5,175.5,1415297.125
302,572.25,194.51,0.19007000000000002,71.5,13.25,137.25,69.25,59.0,67.25,54.25,172.0,1505518.875
303,555.75,182.73,0.209152,66.0,16.0,121.75,85.0,72.75,60.25,49.25,150.75,1569540.75
304,623.5,210.63,0.17660399999999998,79.5,15.5,149.5,83.75,77.25,64.5,46.5,186.5,1527766.875
305,721.5,207.29,0.211008,75.0,1.5,121.5,158.25,90.0,82.25,77.5,190.5,1482529.75
306,542.75,187.37,0.194277,66.5,11.25,125.25,75.5,68.0,44.75,34.5,183.5,1416533.75
307,641.75,199.22,0.2032,73.5,11.5,122.0,87.0,77.75,68.0,62.25,213.25,1619835.5
308,589.75,184.32,0.21814499999999998,69.0,11.25,161.0,80.75,69.0,51.75,49.25,166.75,1430786.75
309,439.25,177.12,0.175939,64.0,22.25,100.75,73.0,48.5,47.5,30.0,117.25,1533762.625
310,569.5,196.68,0.185002,72.5,19.25,134.25,90.0,69.25,57.25,42.5,157.0,1430744.75
311,733.5,237.89,0.16287000000000001,75.5,16.75,133.5,94.0,74.25,73.5,56.25,285.25,1514891.5
312,572.0,202.58,0.17515,72.5,14.75,101.25,104.75,73.75,59.75,43.5,174.25,1368458.125
313,547.5,191.34,0.18792799999999998,69.0,15.75,119.25,67.0,62.0,70.0,45.75,167.75,1409238.25
314,487.0,180.97,0.186855,68.0,8.75,111.75,62.5,54.25,51.5,51.0,147.25,1349322.75
315,501.25,181.73,0.190723,66.0,12.25,85.0,88.75,57.0,52.5,52.25,153.5,1685222.0
316,313.5,155.37,0.16320199999999999,57.5,12.25,58.25,56.75,33.25,32.5,28.0,92.5,963621.9375
317,846.5,222.07,0.215711,79.5,24.5,200.75,118.5,94.75,85.0,86.25,236.75,1502786.625
318,686.5,207.75,0.199875,72.5,24.0,148.75,104.0,88.25,67.5,56.0,198.0,1577731.375
319,623.25,189.92,0.217126,69.0,12.0,140.0,90.75,73.25,64.5,62.75,180.0,1264614.375
320,690.25,211.55,0.19381400000000001,73.0,17.5,142.75,110.5,74.75,66.5,78.25,200.0,1539325.125
321,627.75,192.56,0.212747,69.5,14.75,164.0,96.75,64.75,54.25,48.25,185.0,1544627.0
322,755.5,219.43,0.197175,78.0,20.5,180.25,105.75,85.75,77.0,72.25,214.0,1742893.625
323,690.0,198.15,0.22084600000000001,73.5,21.25,149.0,95.75,85.75,74.25,62.25,201.75,1450061.125
324,600.5,212.6,0.166951,72.0,24.75,140.5,86.5,58.75,56.75,54.0,179.25,1483937.0
325,523.75,198.51,0.167021,76.5,60.0,0.25,127.0,63.5,48.0,43.75,181.25,1438358.625
326,665.5,210.19,0.189297,74.0,30.0,134.25,111.0,80.0,73.75,61.0,175.5,1392220.125
327,716.0,222.58,0.18161300000000002,75.0,37.0,148.0,96.75,81.0,71.25,51.25,230.75,1563555.0
328,506.25,184.68,0.186522,67.5,18.5,125.0,62.75,58.75,53.0,46.0,142.25,1352899.75
329,401.0,156.42,0.205959,55.5,11.5,65.75,87.0,50.75,39.0,31.75,115.25,1446620.0
330,554.75,171.2,0.23785900000000001,61.5,10.25,123.25,75.5,69.75,61.5,44.0,170.5,1260992.625
331,493.0,180.95,0.189201,68.5,13.0,89.75,73.5,61.25,47.0,46.25,162.25,1518273.375
332,572.0,194.68,0.189652,68.5,17.25,111.75,107.0,69.75,58.0,43.5,164.75,1471169.0
333,558.75,187.27,0.200219,68.5,12.0,115.0,81.25,65.0,51.5,52.0,182.0,1479975.0
334,475.75,174.05,0.19734300000000002,63.5,16.25,97.75,80.25,54.75,44.75,35.0,147.0,1505512.375
335,527.75,197.9,0.16933,72.5,20.75,112.5,91.0,63.0,50.0,42.5,148.0,1465094.375
336,478.5,178.46,0.188805,64.5,13.25,84.5,76.25,59.5,54.0,48.0,143.0,1373754.0
337,680.5,212.56,0.18926700000000002,81.0,18.25,149.25,110.25,77.0,69.75,58.0,198.0,1430046.75
338,566.5,190.1,0.197,66.5,18.25,93.0,89.25,54.5,64.0,51.5,196.0,1230369.0
339,883.5,247.64,0.181035,81.5,39.5,182.5,154.75,104.25,93.0,69.0,240.5,2185349.25
340,717.5,199.34,0.2269090000000001,70.5,20.0,181.75,85.0,84.0,68.75,71.25,206.75,1571530.25
341,592.75,194.02,0.197865,71.5,22.75,133.0,87.75,67.25,63.25,52.75,166.0,1367607.375
342,753.0,210.05,0.21447600000000008,78.0,16.25,179.0,107.5,88.0,80.0,72.75,209.5,1674462.375
343,553.0,203.87,0.167191,74.0,25.25,104.75,73.5,63.75,62.5,51.75,171.5,1570350.25
344,543.75,172.95,0.228429,62.0,8.25,121.5,75.25,70.25,61.0,42.25,165.25,1616497.25
345,778.0,207.05,0.22806500000000002,72.5,28.75,184.25,117.75,84.5,70.75,73.25,218.75,1598917.0
346,766.5,210.0,0.218426,75.0,19.5,200.25,104.5,95.5,73.75,60.25,212.75,1744348.625
347,661.25,195.9,0.21651700000000002,69.0,25.0,158.25,87.5,83.75,71.75,55.5,179.5,1603261.25
348,729.75,216.0,0.19656099999999999,78.5,12.25,159.0,104.0,83.5,65.75,65.25,240.0,1686111.375
349,714.25,212.92,0.197975,76.5,23.25,146.0,99.75,80.25,72.5,60.75,231.75,1673027.75
350,645.0,209.63,0.18444100000000002,78.5,18.5,150.75,84.25,69.5,50.0,63.25,208.75,1730898.75
351,712.0,201.65,0.220032,72.0,19.25,157.75,96.25,85.75,66.5,74.25,212.25,1408103.125
352,744.0,219.07,0.194819,77.5,29.5,176.0,105.75,76.25,70.5,71.5,214.5,1532498.75
353,696.5,244.38,0.146555,84.0,36.75,147.5,113.5,73.25,61.5,42.75,221.25,1759114.625
354,509.0,192.1,0.17333800000000002,70.0,13.75,110.75,82.0,58.25,47.0,31.5,165.75,1686846.125
355,595.25,194.05,0.198657,70.5,16.0,154.5,92.25,73.25,55.0,42.75,161.5,1715053.25
356,603.5,202.7,0.184574,68.0,29.5,123.25,76.25,66.75,57.5,54.75,195.5,1587752.25
357,749.5,212.0,0.20956999999999998,79.5,19.0,182.5,90.5,81.25,76.0,77.25,223.0,1724951.5
358,741.5,208.12,0.21513400000000002,72.0,23.5,188.0,105.25,84.75,68.25,59.0,212.75,1451425.5
359,759.0,212.82,0.21057800000000002,76.0,26.0,182.0,140.0,88.5,63.25,63.0,196.25,1649008.875
360,554.25,182.66,0.20875,67.5,20.5,156.5,85.5,66.0,47.25,40.75,137.75,1488702.25
361,794.25,210.41,0.22544299999999998,76.0,24.0,213.75,103.0,95.0,71.75,69.25,217.5,1500522.0
362,564.5,193.07,0.19029300000000002,69.5,30.25,142.75,77.25,58.75,50.75,41.75,163.0,1730057.25
363,801.75,219.41,0.209285,77.0,30.75,178.5,101.0,94.75,84.0,71.5,241.25,1691026.75
364,762.5,209.58,0.218146,75.5,17.25,199.75,111.0,89.5,72.25,56.5,216.25,1651842.625
365,686.75,208.12,0.199249,74.5,21.75,137.25,105.75,77.25,74.0,58.25,212.5,1530500.125
366,719.5,207.41,0.210177,72.0,23.75,143.25,113.5,86.25,72.75,58.5,221.5,1461323.75
367,693.75,192.7,0.23476799999999998,69.5,22.5,181.25,93.5,79.25,70.5,68.75,178.0,1769387.75
368,622.25,203.72,0.188406,68.5,26.25,126.75,106.25,73.75,59.5,57.0,172.75,1433084.125
369,671.0,210.12,0.19099100000000002,70.0,29.0,141.0,115.5,68.0,63.25,56.0,198.25,1623720.125
370,663.0,212.58,0.184364,77.5,16.0,150.5,117.5,73.25,62.5,54.5,188.75,1639845.625
371,631.5,192.61,0.213907,68.5,22.0,150.75,78.75,67.25,57.25,58.25,197.25,1562607.625
372,728.0,230.14,0.17273,73.5,43.5,144.5,107.25,75.5,71.75,63.75,221.75,1509682.0
373,627.5,210.7,0.177617,77.5,21.25,146.0,90.5,68.75,69.5,53.25,178.25,1431391.875
374,624.75,198.51,0.199229,74.0,17.0,140.25,91.5,86.75,64.75,49.25,175.25,1487386.25
375,754.25,228.36,0.181756,81.0,28.25,147.5,121.25,91.25,66.75,60.25,239.0,1720330.625
376,747.75,218.77,0.196326,78.5,37.5,166.5,113.75,86.25,62.25,71.75,209.75,1616945.75
377,572.25,193.15,0.19276400000000002,70.5,15.5,113.25,82.75,71.5,61.0,50.25,178.0,1462839.5
378,773.75,201.39,0.23974099999999998,75.5,12.25,198.5,101.25,92.0,91.75,65.75,212.25,1632359.0
379,767.0,218.87,0.201195,80.0,29.0,167.25,102.25,100.75,72.25,65.25,230.25,1435919.0
380,678.75,218.65,0.17840799999999998,77.5,30.75,153.25,93.5,77.0,70.75,61.25,192.25,1714883.25
381,665.25,188.85,0.234395,68.0,17.25,165.25,85.5,79.25,69.25,60.0,188.75,1477394.25
382,736.25,216.36,0.19764500000000002,77.0,21.75,163.5,117.0,88.0,70.5,62.0,213.5,1603093.25
383,578.5,214.58,0.157882,77.5,21.5,116.5,92.75,73.0,60.0,45.0,169.75,1412696.875
384,643.0,197.9,0.206308,72.0,24.0,130.75,96.0,76.75,65.5,59.0,191.0,1434464.5
385,629.75,195.8,0.20641500000000002,73.5,17.5,124.25,108.5,72.25,62.75,71.25,173.25,1549501.0
386,672.25,220.57,0.17363599999999998,74.0,34.75,126.0,104.75,86.25,73.75,60.25,186.5,1772751.125
387,911.0,230.92,0.214679,81.0,40.75,217.25,108.75,117.5,92.75,71.25,262.75,1760781.75
388,599.75,208.39,0.17355299999999999,76.5,20.25,125.0,100.5,75.25,55.0,49.5,174.25,1514999.5
389,398.0,202.36,0.122137,64.5,40.5,71.75,71.5,41.25,40.0,32.5,100.5,1340247.625
390,626.75,206.75,0.184248,76.5,30.0,124.5,97.5,81.5,56.5,57.0,179.75,1444367.75
391,765.0,211.17,0.215586,69.5,28.75,155.75,98.5,79.25,78.5,66.0,258.25,1732310.125
392,620.0,211.41,0.174323,75.0,29.5,113.5,101.0,66.0,75.25,57.0,177.75,1706991.125
393,561.0,209.61,0.16045299999999998,76.5,37.25,120.0,90.25,66.5,53.5,39.75,153.75,1528434.625
394,639.25,207.39,0.186772,78.0,18.75,166.75,78.25,79.25,70.25,41.75,184.25,1596054.0
395,663.25,217.31,0.176495,77.0,33.75,125.75,108.0,72.0,70.0,59.0,194.75,1669858.625
396,803.0,227.21,0.195469,79.5,32.5,162.5,125.0,104.5,87.25,73.25,218.0,2024151.125
397,608.5,211.17,0.171483,78.5,22.75,113.25,104.5,80.5,63.5,47.5,176.5,1656311.5
398,683.5,213.8,0.187898,78.5,26.5,144.25,105.25,79.0,68.25,57.25,203.0,1744665.375
399,583.5,202.39,0.179011,74.5,32.5,117.5,99.75,70.5,60.25,47.5,155.5,1624481.125
400,502.75,189.68,0.175595,66.0,34.75,143.25,77.25,68.0,57.25,34.75,87.5,1694357.875
401,697.0,225.92,0.17161300000000002,73.5,34.0,122.25,109.75,77.25,75.25,59.5,219.0,1560860.75
402,711.75,195.53,0.233942,67.5,16.0,183.25,119.5,85.5,69.25,58.25,180.0,1559058.625
403,571.0,201.27,0.17713299999999998,75.5,14.5,114.0,84.5,72.75,64.75,48.5,172.0,1591188.625
404,683.0,223.72,0.171478,75.0,37.25,125.25,100.0,76.0,71.25,71.25,202.0,1491890.5
405,497.25,186.61,0.17943800000000001,69.0,17.5,121.25,70.25,53.75,52.75,39.25,142.5,1553765.125
406,603.25,207.58,0.175927,75.0,29.75,127.25,83.5,69.0,66.0,53.25,174.5,1610641.625
407,768.0,210.36,0.21809699999999999,76.0,13.5,184.0,112.75,89.75,82.0,77.75,208.25,1815365.5
408,630.5,217.41,0.167625,80.0,17.0,141.75,88.75,78.75,60.5,52.5,191.25,1553111.125
409,598.75,189.73,0.20901399999999998,73.0,10.5,182.0,71.25,77.0,57.25,44.25,156.5,1687213.25
410,675.0,184.27,0.249815,68.5,13.25,180.75,92.0,88.0,71.0,59.75,170.25,1194137.5
411,648.0,207.78,0.188612,77.0,25.25,148.0,74.5,81.75,58.5,49.5,210.5,1761574.25
412,523.25,226.04,0.128695,76.0,29.75,96.0,86.75,59.0,53.75,38.0,160.0,1627153.0
413,672.5,209.8,0.191991,79.5,23.5,155.25,111.75,70.75,66.75,58.0,186.5,1588993.25
414,728.75,230.19,0.17283199999999999,82.0,35.5,130.25,127.25,91.75,78.5,71.5,194.0,1355779.875
415,538.5,214.22,0.147465,77.5,21.25,113.5,84.25,57.5,50.0,42.0,170.0,1473811.0
416,1023.75,258.74,0.19216,89.5,52.0,209.75,161.0,107.0,94.75,85.0,314.25,1894909.625
417,579.5,195.19,0.191144,68.0,22.5,119.25,79.5,75.75,65.0,57.5,160.0,1444254.0
418,753.5,218.29,0.198716,76.0,22.0,134.25,120.75,87.25,63.25,67.25,258.75,1907735.25
419,708.5,222.72,0.179482,74.0,33.25,141.25,108.25,76.25,71.0,55.75,222.75,1767702.75
420,419.0,183.85,0.15577,67.5,21.0,85.5,61.75,49.0,54.25,33.75,113.75,1492903.875
421,585.0,183.73,0.21777,66.5,23.75,155.75,82.75,75.0,55.25,46.25,146.25,1377413.5
422,570.5,199.17,0.180731,69.5,21.75,116.0,106.25,63.5,52.5,48.0,162.5,1559757.25
423,656.0,207.8,0.190902,76.5,20.25,132.5,117.0,70.5,52.25,52.0,211.5,1640348.25
424,811.25,213.7,0.223227,74.5,29.0,210.5,126.75,90.0,74.0,75.5,205.5,1758235.75
425,568.5,186.85,0.20461700000000002,68.0,16.5,116.25,90.25,68.75,54.25,52.5,170.0,1629593.625
426,775.25,220.14,0.201032,72.0,31.25,179.25,99.5,77.5,76.25,72.75,238.75,1594187.125
427,592.75,185.46,0.216563,66.0,17.25,130.25,80.5,75.0,67.0,60.0,162.75,1565637.25
428,704.25,218.43,0.18548599999999998,78.0,30.5,133.5,105.25,94.75,84.75,67.5,188.0,1466176.125
429,594.0,198.22,0.18998299999999999,70.5,16.5,133.25,84.0,65.5,49.0,54.5,191.25,1491876.0
430,564.0,200.15,0.176928,72.0,24.0,125.0,89.75,66.0,58.5,42.75,158.0,1723151.25
431,606.5,195.27,0.19988599999999998,73.0,17.0,127.5,102.25,87.5,61.5,52.5,158.25,1565358.75
432,660.0,215.87,0.177973,76.0,30.25,140.75,107.25,72.25,67.75,55.5,186.25,1751645.625
433,357.25,179.8,0.13886400000000002,60.5,18.5,80.0,61.75,37.25,33.75,21.0,105.0,1663527.75
434,765.0,207.75,0.22273,71.5,24.5,168.5,95.5,79.0,76.5,80.0,241.0,1647392.125
435,776.0,209.94,0.221239,70.0,23.25,178.5,92.5,97.75,83.5,72.75,227.75,1729362.375
436,566.25,207.22,0.165717,71.5,31.75,100.25,80.25,56.5,62.0,45.0,190.5,1632581.75
437,680.0,216.41,0.18245999999999998,77.5,33.0,134.75,112.0,73.25,67.0,69.75,190.25,1580241.125
